Company Name,Sector,Funding Stage,Amount,Headquarters,Description,Funding Year,Year Founded,Founders,Investors
BharatPe,Financial Services,,10000000,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services
Teachmint,E-learning,Series B,78000000,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital"
Porter,Logistics & Supply Chain,Series E,100000000,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners"
O4S,Information Technology & Services,Series A,6000000,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway"
Wobb,Marketing,Pre-seed,200000,Gurugram,The platform for marketers to find and work with influencers,2021,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava"
BASIC Home Loan,Financial Services,Series A,3500000,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech"
Siply,Financial Services,Pre-series A,3200000,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle"
BankSathi,Financial Services,,500000,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya"
Gramophone,AgriTech,,10000000,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners
Healofy,Femtech,Series B,6000000,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India"
E42,Computer Software,Series A,5400000,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures
Spottabl,Human Resources,Seed,400000,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal"
DeHaat,Information Technology & Services,Series D,115000000,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek"
Shumee,Retail,,0,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,2014.0,Meeta Sharma Gupta,Dia Mirza
Zolve,Financial Services,Series A,40000000,Bangalore,World's first cross-border Neobank,2021,2020.0,Raghunandan G,DST Global
Instoried,Computer Software,,8000000,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns"
SportZchain,sports,Pre-seed,400000,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,2021.0,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri"
Hypto,Tech startup,Seed,3000000,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,2018.0,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners
CHUPPS,Foootwear,Pre-series A,1100000,Mumbai,D2C footwear brand,2021,2016.0,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts
Zenduty,Computer Software,Pre-series A,1900000,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,2019.0,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures
R for Rabbit,Consumer Goods,,5000000,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,2014.0,Kunal Popat,Xponentia Capital Partners
Acko,Insurance,Series D,255000000,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,2016.0,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples"
LoveLocal,Retail,Pre-series B,18000000,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,2015.0,Akanksha Hazari,Vulcan Capital
SupplyNote,Food & Beverages,Pre-series A,1200000,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,2015.0,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts
Vakilsearch,Legal Services,,10000000,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,2010.0,Hrishikesh Datar,InCorp India
Cloudphysician,Hospital & Health Care,Pre-series A,4000000,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,2017.0,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity
Wiggles.in,Veterinary,Pre-series A,5500000,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,2018.0,Anushka Iyer,Anthill Ventures
Avanti Finance,Financial Services,Series A2,15000000,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,2017.0,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
Vanity Wagon,Consumer Goods,Pre-series A,700000,New Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021,2018.0,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures
Purplle,E-commerce,,70000000,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021,2012.0,"Rahul Dash, Manish Taneja",Kedaara
Wallmantra,Arts & Crafts,,0,Noida,WallMantra is a well reputed wall decoration online store in India.,2021,2013.0,Shivam Agarwal,Velocity
MFine,Hospital & Health Care,Series C,48000000,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021,2017.0,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT"
Aquatein,Food & Beverages,Seed,0,Mumbai,India's First Protein Water in 21g and 10g Variants with BCAA.,2021,2019.0,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures
Mentza,E-learning,Seed,400000,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021,2020.0,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures
ConnectedH,Hospital & Health Care,Seed,2300000,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021,2018.0,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India"
CredAvenue,FinTech,Series A,90000000,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,2017.0,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds"
Vedantu,E-learning,Series E,100000000,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021,2011.0,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia
Exotel,Telecommunications,Series C,35000000,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021,2011.0,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund"
Fantasy Akhada,sports,Series A,2000000,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021,2020.0,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited
Meesho,Social commerce,,570000000,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital"
PumPumPum,Automotive,,0,Gurugram,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2021,2018.0,Tarun Lawadia,LC Nueva AIF
Cusmat,Computer Software,Pre-series A,100000,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021,2016.0,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle
Homeville,Information Technology & Services,,7000000,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021,2017.0,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund"
Coinshift,Blockchain,Seed,2500000,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021,2021.0,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal"
Strip Finance,Financial Services,Seed,400000,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021,2021.0,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital"
Ola Electric,Automotive,,200000000,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
Kolo,Construction,Pre-seed,550000,Bangalore,Home construction app for finding ideas and service providers near you,2021,2020.0,"Pranav Garg, Jery Althaf",Better Capital
Chqbook,FinTech,Pre-series B,5000000,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group"
My3DSelfie,Arts & Crafts,Pre-series A,0,Guwahati,World's first to create 3d figurine from photos,2021,2016.0,Harsha P Deka,"NEVF, AccelNest"
EV Plugs,Information Technology & Services,,150000,Gurugram,EV charging station aggregator platform,2021,2021.0,"Manish Narang, Kapil Narang, Ashwani Arora",
Rulezero,Financial Services,Seed,2500000,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021,2019.0,"Satish Mugulavalli, Srinivas Katta",The Treasury
CredRight,Financial Services,,2700000,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021,2016.0,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts"
Karbon Card,FinTech,Pre-series A,12000000,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator"
Auntie Fung,Food & Beverages,,400000,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021,2015.0,"Satrajit Das, Subhradeep Bhowmik",India Angel Network
ePayLater,Financial Services,Series B,10000000,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021,2015.0,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures"
Fittr,"Health, Wellness & Fitness",Series A,11000000,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021,2016.0,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures"
Medikabazaar,Healthtech,Series C,75000000,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021,2014.0,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis"
Nimble Growth Organics,Farming,Seed,0,Bangalore,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2021,2016.0,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",
Delhivery,Logistics & Supply Chain,,125000000,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,2011.0,Sahil Barua,"Lee Fixel’s venture capital firm, Addition"
Akudo,Financial Services,Seed,4200000,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels"
Sanctum Wealth,Investment Management,,10000000,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021,2016.0,Shiv Gupta,The Xander Group
88academics,Education,Pre-series A,3000000,New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021,2018.0,Anil Ahuja,Aarin Capital
Upgame,sports,,0,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,2021,2017.0,Sameer Sawhney,"James Milner, Adam Lallana"
Sanfe,"Health, Wellness & Fitness",Series A,1000000,New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021,2018.0,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma"
